0 0 25 25
 0  0 52 99 99 99 99 99 99 99 99  0  0  0  0 99  0 81 80  0 99  0  0  0 99 99

 0  0  0 52 99 99 99 99 99 99 26  6  6  6  6 26 87  0  0 84 99  0  0  0 99 99

 0  0  0  0 52 99 99 99 99 99 99  0  0  0  0 99 99 99 99 25 99  0  0  0 99 99

 0  0  0  0  0 52 99 99 99 99 99  0  0  0  0  0  0  0  0  5  0  0  0  0 99 99

 0  0  0  0  0  0 52 99 99 99 99  0  0  0  0  0  0  0  0  5  0  0  0  0 99 99

 0  0  0  0  0  0  0 52 99 99 99  0  0  0  0  0  0  0  0  5  0  0  0  0 99 99

 0  0  0  0  0  0  0  0 52 99 99 99 99 99 99 99 99 99 99 25 99 99 99 99 99 99

 0  0  0  0  0  0  0  0  0 52 99 99 99 99 99 99 99 99 99 99 99 99 99 99 99 80


 1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  0  0  0  0  0  0  0  0

 1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  1  0  0  0  0  0  0  0  0

 1  0  1  0  0  0  0  1  0  0  0  0  0  0  1  0  1  1  1  0  0  0  0  0  0  0

 1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  1  1  1  0  0  0  0  0  0

 1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  1  1  1  1  0  0  0  0  0

 1  0  0  0  0  1  1  1  1  0  1  0  0  0  0  0  1  1  1  1  1  1  0  0  0  0

 1  0  0  0  0  0  1  0  0  1  1  0  0  0  0  0  1  1  1  1  1  1  1  0  0  0

 1  0  0  0  0  1  0  1  1  0  1  0  0  0  0  0  1  1  1  1  1  1  1  1  0  0

 1  0  0  0  0  1  0  1  1  0  1  0  0  0  0  0  1  1  1  1  1  1  1  1  1  0

 1  0  0  0  0  1  1  0  0  1  0  0  0  0  0  0  1  1  1  1  1  1  1  1  1  1

 1  0  0  0  0  1  0  1  1  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1

 1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1

 1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1

 1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1

 1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1

 1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1  1  1  1  0  0  0  0  1

 1  1  1  1  1  1  1  1  1  1  0  0  0  0  0  1  1  0  0  1  0  0  0  0  0  1

 0  1  1  1  1  1  1  1  1  1  0  0  0  0  0  1  0  1  1  0  1  0  0  0  0  1

 0  0  1  1  1  1  1  1  1  1  0  0  0  0  0  1  0  1  1  0  1  0  0  0  0  1

 0  0  0  1  1  1  1  1  1  1  0  0  0  0  0  0  1  0  0  1  1  0  0  0  0  1

 0  0  0  0  1  1  1  1  1  1  0  0  0  0  0  1  1  1  1  0  1  0  0  0  0  1

 0  0  0  0  0  1  1  1  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1

 0  0  0  0  0  0  1  1  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1

 0  0  0  0  0  0  0  1  1  1  0  1  0  0  0  0  0  0  0  0  0  0  0  1  0  1

 0  0  0  0  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1

 0  0  0  0  0  0  0  0  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1


 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0

 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0

 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0

 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0

 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0

 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0

 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0

 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0

 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0

 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0

 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0

 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0

 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0

 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0

 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0

 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0

 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0

 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0

 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0

 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0

 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0

 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0

 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0

 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0

 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0

 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
