0134      40   5  36  45  28  31     17 29
0135      11  44   4  20   9  33     19  6
0136       4  14  11  17  13  10      8  9
0137      30  37  34  21  33  44      6 22
0138      41  19  20  28  25  42     33 27
0139      23  38  29  45  43  40     14 41
0140      37   9  24  45   4  38      2  1
0141      25  36  19  23  12  13      6  3
0142      19  45  13  25  28   7     33 32
0143      39  34  31  23  40  20     32  4
0144       7  20  19  44  40  27     32 42
0145      30   6  44  40  29  36     27  5
0146      16  24  31  34  26  43      6 41
0147      25  16  41  18   5  43     10 12
0148      40  16   2  37  38  33     25 27
0149      45  21  15  10   2  39      6 26
0150      26  23  35   8  30  13     12 38
0151      45  17   8  12  25  44     28 32
0152       1  20  40  31  30  43     33 34
0153       8   2  23   1  43   7     14 12
0154      12  11  35  10   9  19     29 34
0155      41  37  17   9  39  28     31 38
0156      10  45   4   8  17  22      2 31
0157      27  33  10  24  15  41     19  9
0158      20  24  13   5  16   7     19 28
0159      27   5   4  38   7  29      1 22
0160      43   2  45  38   8  37     21  4
0161      21  38   1  13  11  26     36 40
0162      12  29  10   3  37  26     16 18
0163      24   6   9  20  16  32     40 18
0164      11   7  33  21   5  17     23 38
0165      11  16  18  24  22   2     31  7
0166      32  31  43  40  24   8     26  6
0167      26  22  38  39  13  36     25 32
0168       2   3  29  19   9  17     26 27
0169      23  27   3   4   5  15     24  7
0170      15  10  22  26  42   3     36 40
0171      30  25   3   1  31  41     39  9
0172      44   2  32  40  18   5     27 15
0173      22  41  24  26  39   1     20 44
0174      21  29   5  40  23  19     12 44
0175      14  16  23  37  19  42     27 18
0176      45  39  31  12   8  44     16 32
0177      30   6  26  15  17  23     45 35
0178      16  28  23  31  13  42     10 41
0179      22  17  10  36  39   7      6 31
0180      36  33  24   4  20   7     18 26
0181      25  28   9  10  22  41     35 26
0182      15  38  27  33  32   1     17  3
0183      12  39  22  15  16  14     29 21
0184      19  29  26  15  22  28     12 38
0185      25  34  38  16  13   3      9 11
0186      23  13   3  26   9  14     34  4
0187      22  26  34  24   1  33     38 32
0188      12   9   1  34  38   7     29 17
0189      36  38   4  45  30   1     11 28
0190      35  26  19  17   1  23     38 11
0191      20  35  22   1  38  29      8 33
0192       8  22  16  25  28   1     18 31
0193      19   9  20  22   4   2     42  5
0194      43   6  30  19  41  39     21 20
0195      18   6  31   5  44   1     28 32
0196      22   9   8  27  19   6     25  4
0197       4  22   6  30  13   9     15 31
0198      15  45  19  16  21  38     23 17
0199      31   6  30   5   3  39     21 23
0200      29  25  35   6  16  10     42  9
0201      24   8  42  20  44  30      2 35
0202      35   8  42  31  17  16      5 29
0203      27  28  44  24   8  35      3 17
0204      32  30  35   8   9  19     39 21
0205      42  31  44  30   2  22     23 33
0206      39   1   8  11  45   3     29 21
0207       6  10  44  25   3  11     15 18
0208      42   4  25  21  15  45     33 34
0209      14   7  29   8   9  34     36  6
0210      36  13  17  19   7  28      6  1
0211       2  13  16  20  19  45      1 27
0212       9  41   8  21  25  12     45  5
0213      25  37   2  10  24   1     38 36
0214      37  12  15  31  18  24      4 10
0215      37  30  43  41  27  42     20 32
0216      45   9  33  37   8  35     38 44
0217      29   6  23  11  27  25      9 10
0218      30  11   1   7  18   3     29 12
0219      11  21  20   5  31   7     38 23
0220      25  23   7   6  22   8     41 20
0221       3  22  24   8  19  25      2 33
0222      25  45  36  26  23  43     13 15
0223       5   9  22  18  34  27     41  8
0224      36   1  32  33  40  29      2  3
0225      44  19   7  22  36  18      4 27
0226      42   3  39  26  32  20     15  1
0227       1  44  36  42  35  24     11 28
0228      20  44  16  33   4   6     24  9
0229      15  26   2   3  18  36     41  1
0230      39  37  21  25  26  19     18 11
0231       5  22  40  37  11  28     33 27
0232      10  17  19  41  38  40      6 23
0233       3  38  31  10   7  41     29 26
0234      14  25  32   4  12  10     39  2
0235      17  45  40  36  12   3     39 27
0236      16   8   1  10   4  42     31 38
0237      37  41  14  12   3  38     42 28
0238      20  34  10  41  27   9      5 28
0239      17   2  39  20  19  11     13 18
0240      32  15  24  25  30  26     27 13
0241      22  31  19  28  45   6     38 40
0242      44  26  20  28  39  35     38  3
0243      24  32  34  27   1  28     40  7
0244      28  30  45  24  39  26     11  9
0245      13  14   8  17  24  28     10  1
0246      34  41  15  38  39  29     20 40
0247      40   2  21  42   3  41     12 45
0248      20  16  41  28  27   4     37 31
0249      32  31   1  10   4  40     33 19
0250      29  19  28  40   1  15     37 10
0251      41  25  10  14  33   8     24 39
0252      34  38   3  37  12  26     42 45
0253      37   8   4  45  15  23     28 26
0254       1  11   7   3  41  31     26 30
0255       2  44  35  30  11  14     34 20
0256      34   4  41  44  18   5     11 21
0257      21  32  43  33  10   2     41 38
0258      24  34   5  35  10   4     15 11
0259      21  19  34   3  36   1     22 16
0260      10  26  28  15  21  43     18 42
0261      11  25  26  19   6  37     32 12
0262      34  44  36  19  30  37      8 39
0263      39  18  20   2  15  35     40  4
0264      30  22  17  38  39  41      7 40
0265      19  18  29   7   8  37     39 10
0266      13  26  35  25  14  45     43 34
0267      38  12  36  31   1  39      3 19
0268      35  45  18  17  38  44     34  6
0269      33  23   1  27   9   6     36 44
0270       5  32  40  15  39  27      6  2
0271      10  25  30  12  28  17     42 32
0272      31  28   3   9  37  34      4 22
0273      29   3  37  21  26  16      8 36
0274      38  19   7  12  18   8     22 27
0275      11   8  41   5  23  16     37 13
0276       7   8   3  43   4  40     32 16
0277      16  37  44  32  29  23      9 11
0278       7  11  16  29  21   1     31 22
0279       5  42   8  28  29  14     16 40
0280      11  41  17  20  39   5     28 29
0281      43   6  15   4  27  40      8 19
0282      38   3  42  14  20  11     29 23
0283      21  33  37   6  32  39     11 44
0284      23  12   1  32  36  34     28  6
0285       5   7  19  39  32  14     43 23
0286      33  34  23  18  14  17     30 37
0287      27  11  44  42  43  37     14 25
0288      12  14  44   7  22  31     21 20
0289      36  13  45  39  21  10      4 24
0290       7  28   9  32  31   5     23 24
0291      34   1  41   8  31  26     30 16
0292      14   9  27  41  13  26     23 10
0293      24   3  32  33  23  37     30 17
0294      18  11  10  24   1  30     28 19
0295      44  26  45  31  23  30     10 14
0296      32  39  40  19  25  13     12 14
0297       8  42  24  14   3  21      9 22
0298      36  29  32   7  44  37      5 30
0299       1  29  33  24  28   2     41 38
0300      24   6  11  10  26  43     38 16
0301      32   7  25  34  24  42     37  6
0302      21  13  10  28  31  45     22 42
0303      44  31  10  18  12  11     26 14
0304      16   3  12  35  44  42     13 27
0305      23  40   2  45   5  22     43  1
0306      28   5  13  14  31  26     10 44
0307      39  37  14  25  15  28     40 19
0308      11  39  33   6  18  20     31 38
0309      35   2  40  19  41  13     15 26
0310      34  28  20   4  45   2     39 21
0311       9  22  15  11  38  21      6 32
0312       5  11  37  19  34   2     29 26
0313      18  37  32   2   3   7     16 44
0314      41  45   6  44  18  43     20 32
0315      16  22  34  36  39   5     21 12
0316      33  30  31  32   3  11     23  9
0317      41  33  20   8  24  28     32 13
0318      28  33  20  17  15  40     14 13
0319      23  24  28  35  38  18     36 41
0320      30  34  23  41   2   8      3 19
0321      16  36  20  30  11  37     28  1
0322      44  41  39  23  42   1     34 37
0323      40  43  11  25  45  19     10 30
0324      40  15  36  42  19  17     26  8
0325      15  27   8  38   9  10      3  4
0326      16  38  25  26   8  44     37 34
0327      25  10  37  20  15  29      3 33
0328      28   7  14  17   6   4     42 20
0329      27   9  11  26  24  12      4 17
0330      36  24  20  31   5   6     37 38
0331      12  19  45   5   4  27     16 40
0332      23  39  33  18  28   4     44 15
0333      28  13  29  24  16  10     26 18
0334      19  30  40  13  42  14     15  4
0335      10  43   1  18   6  23     14  8
0336      17   4  44  36  42  41     20 18
0337      25  31  14  23  36  20      9  4
0338       2  27  22   4   1  15     28 35
0339      23   1  20  24  21  11      2 33
0340      26  44  34  14  15  18     35  8
0341      16  10  30  24  43   1     26 18
0342      30   1  45  42  15   3     34 17
0343      43  24  38  32  36  37     18 16
0344      32  39  15   8   3  20     28 29
0345      34   7  24  36  40   8     12 11
0346      25  33  22  14  20  13     12 17
0347       9  22  42  10  15  17     39  7
0348      34  11   6  25   2  17      7 45
0349      26   5  37  29   8  32      3  2
0350      24  30  11  37  40  19     42 29
0351       4  12  27  29  34  20     11 40
0352       2   6  32  38   4   1     45 37
0353      24  37  14  39  32  29     34 26
0354      36  33  24  32  25  11     27 39
0355      11   6  20  17  43   3     28 14
0356      42  10   9  20  23  13     41 30
0357      37  30  18  14  34   5     41 10
0358      23  12   4  35  22  39     27 15
0359      18   7  24  16  20  19     28 27
0360       4  18  17  43  30  22      5 28
0361      17  42  23   5  41  30     34 36
0362      34  10   1  13   9   6      3 17
0363      28  25  44  20  12  32     43  8
0364       4  19  37   3  25   7     42 14
0365      23  13  36   8  40  21     29 30
0366      24  29   5  44  12   1      7 10
0367      38  17  35  10   3   7     13  9
0368      30  14  19   4   3  44     42 23
0369      45   6  18  23  12   7     26 40
0370      21  10  31  22   9  39     12 35
0371      43   5  32  42  34  39     23 40
0372      20  33  43  27  14  35     34 26
0373      12  18  36  44   2  26     17 16
0374      11  32  43   3  36  22     15 23
0375      18  14  17  26   9  31      8 37
0376      45   3  14  44  37  33      7 40
0377      29  11  15  43  25  21     39 24
0378      17  20  41  23  42   8     38  2
0379      13   9  11   4  42  24     21  6
0380       2  20  11   5  35   1     29  7
0381      23  29  18  13  44   9     37 16
0382      12  37   6  30  13  20      2 15
0383      13  10   5  22  30  34     20  6
0384      36   9  32  15  42   3     13 44
0385       2  10  28  32  11  41     18 37
0386      42  25  29  39  10  16      9  1
0387      30  16  15  45   9  37     20 39
0388      41  18  12  45  28  16      3 21
0389      42  20  36  15  31  22     21  9
0390      34  17  36  45  44  42     31 13
0391      18   3  12  15  38  40     45 37
0392      25   3  13   8  44   4      7 36
0393      16  33  38   8  34  19     43 13
0394      30  45  14  39  12  40     10 13
0395       4   2   6  18  34  21      5 37
0396       8   2  32  31  35  19     14  4
0397      21  19   2  18  32  44     14 23
0398      28  45   2  29  10  39     17  4
0399      41  32  42  43  45  29     22 26
0400      14   9  21  37   3  41     24 40
0401      33   3  21  16  10  40     20 34
0402      42  41  16  45  35  34      8 39
0403      37   2  38  13  29  14     31 32
0404      29  26  39  44  40   5     35  7
0405      21   1  26  20   2  27     40  7
0406      32  18  22  35  45  31     34 44
0407      10   7   2  32  26  20     13 31
0408      30  15  39  32  34  40      3  1
0409      35   2   8  22   5  14     17 45
0410      10  15   4  42  44  12     38 13
0411       1   3  38  17  12  45     43 18
0412      41  44  24  17  13  28     27 45
0413      32   5   8  21  16  18     19 10
0414       5  32   7  29  45  12      4 11
0415      31  30  13  26   5  36     22 32
0416      24  17  27  15  10  39     43 25
0417      30   4  21  45  17  20     44 22
0418      32  45  25  16  27  21     43 44
0419      35  24  38  26  43   3     21 11
0420      13  26  36  39  28   7     27  2
0421      17   4  41  25  20  11      8 29
0422      23   7   9  29  13  45      1 40
0423      26  41   1  23  18  24     16  7
0424       6  11  25  19  31  30      4 39
0425      10   1  45  44  39  18     23 15
0426       7  16  36  14  17   8     21 13
0427      38  27  14  10  32  36     31 23
0428      22  41  11  28  21  35     26 43
0429      45  44   3  16  23  26     41 21
0430      26  17  39  33  45   1     25  5
0431       5   4  40  27  37  34     45  7
0432       8  37   9  45  44  17     28 15
0433      38  18   2   3  32  17     41 10
0434      33  18  24   3  22  32     26 29
0435       2  41  37  24  32  10     17  9
0436      15   4  17   8  11  43     12 32
0437      40  17  37  25  16   7     35 34
0438       5  33  16  13   6  29     35 28
0439      44  11  10   7   6   9     20 27
0440      42   2  11  21  26  41      9 43
0441      11  27  38   6  12  41     43 25
0442      40  27  18   7  11  29      8  3
0443      24  20  15  16  40  35     10 31
0444      30  18  26   8  32  12     24 42
0445      45  43  13  30   2  29     34 12
0446      43  33  45  19  17  10     16 24
0447       4  23   5  37  40  44     35 33
0448      30  17  16  36  10  19     14  2
0449       9  13  24   5   4  30     26 19
0450      40  11  41  37  21  42     44 22
0451       1   7  37  19  15  21     36 29
0452      14  25  10  15  34  13      1 17
0453      45  38  26  41  27   8     16 11
0454      24  13  41  15  29  39     38 18
0455      41  16  19  12   8  33     34  7
0456      28  34  19  25   3  15     38 29
0457      19  28   5  38  33  18     39 26
0458       5  23  10  19  34  38     30  9
0459      11  20  16  33   2  44     31 38
0460      38  26   6   3  10  20     25 27
0461      34  16  27  13  23  39     35 19
0462       1  18  24  26  33  14     15 17
0463       4  45  42  40   3  41     35 31
0464      39   5  37  27   6  40      8 30
0465      12  19  14  22  39  43     35 25
0466      22   5  11  37  35  45      3 32
0467      43   1  11  39  36  16     26  5
0468      20  26  15  34  13  11     29 17
0469      15  42  23  43  24  33      2  7
0470      43  34  17  41  36   4     44  5
0471      38  28  21   1   5  33      2 29
0472      40  34   1  11  42  28     41 33
0473      10   1  36   3  13  44     31 40
0474      11   1   9  42  26  45     41  6
0475      22   2  25  32   4   6     45  3
0476      11  45   4  18  13   5     12 39
0477      29  17   5  11  23  38     42 43
0478      34   3  44  32   6   8     30 23
0479      35  12  16   2  37  21     17 40
0480       9  21   5  25  35  30     19 13
0481      33  41  36  31  26   6     44  2
0482      43  42  19   5   1  12     29 17
0483      11  21  10  39  28   5     31 25
0484      43  13   4  38   9  45     20 44
0485       3  24   4  33  27  42     38 36
0486      25  14  40  17  30  39     19 34
0487       1  10  27  30   9  35     38 26
0488      19  23  12  15  35  34      3 14
0489      31  44  28   3   1  19     32 40
0490      20  27  16  32   7  26     11 19
0491      24  16  12  13  14   4     32 11
0492      32  39  36   5  34  13     14 18
0493      22  33  31  24  13  18     45  1
0494      30  27  44  34  25  40     20 28
0495      13  24   7  17   4  33     11 25
0496       9  14  15   7  33  30     37 32
0497      45  21  12  17  16  40     19 34
0498      23   2  24  40  30  12     44 45
0499       8  22  15  41   4   5     43 37
0500      36  25   8  39  15  32      1 22
